acc,start,end,strand,chromosome,species,symbol,name,length
NP_001108327.1,27647098,27651987,1,23,Bos_taurus,BoLA,"major histocompatibility complex, class I, A precursor",4889
NP_001120789.1,27659408,27729696,-1,23,Bos_taurus,MIC1,major histocompatibility class I related protein precursor,70288
XP_015315396.1,27689389,27691564,1,23,Bos_taurus,BOLA,"BOLA class I histocompatibility antigen, alpha chain BL3-6",2175
XP_015315397.1,27715004,27718274,1,23,Bos_taurus,LOC788634,"LOW QUALITY PROTEIN: BOLA class I histocompatibility antigen, alpha chain BL3-7-like",3270
NP_777005.1,27769892,27774392,1,23,Bos_taurus,POU5F1,"POU domain, class 5, transcription factor 1",4500
NP_001077153.1,27776232,27778556,-1,23,Bos_taurus,TCF19,transcription factor 19,2324
NP_001019707.1,27780957,27791106,1,23,Bos_taurus,CCHCR1,coiled-coil alpha-helical rod protein 1,10149
NP_001073843.1,27793301,27794338,1,23,Bos_taurus,PSORS1C2,psoriasis susceptibility 1 candidate gene 2 protein precursor,1037
NP_001071418.1,27808500,27812246,1,23,Bos_taurus,CDSN,corneodesmosin precursor,3746
NP_001193388.1,27842301,27845887,1,23,Bos_taurus,LOC616942,"major histocompatibility complex, class I, A-like precursor",3586
XP_002697398.4,27908223,27912268,-1,23,Bos_taurus,MUC21,mucin-21,4045
XP_005223770.1,27927623,27936148,-1,23,Bos_taurus,DPCR1,diffuse panbronchiolitis critical region protein 1,8525
NP_001107995.1,27945614,27946212,1,23,Bos_taurus,SFTA2,surfactant-associated protein 2 precursor,598
NP_001243473.1,27949848,27961390,-1,23,Bos_taurus,VARS2,"valine--tRNA ligase, mitochondrial",11542
NP_001094527.1,27962286,27967930,-1,23,Bos_taurus,GTF2H4,general transcription factor IIH subunit 4,5644
NP_001069480.2,27976470,27986825,-1,23,Bos_taurus,DDR1,epithelial discoidin domain-containing receptor 1 precursor,10355
XP_015315398.1,27991050,27994058,-1,23,Bos_taurus,LOC107131732,uncharacterized protein LOC107131732,3008
NP_001068670.1,28088485,28089056,1,23,Bos_taurus,IER3,radiation-inducible immediate-early gene IEX-1,571
NP_001070355.1,28090672,28099794,1,23,Bos_taurus,FLOT1,flotillin-1,9122
NP_001040014.1,28101901,28105152,-1,23,Bos_taurus,TUBB,tubulin beta-5 chain,3251
NP_001032685.1,28112227,28114509,-1,23,Bos_taurus,NRM,nurim,2282
XP_002697401.2,28117863,28128504,-1,23,Bos_taurus,MDC1,mediator of DNA damage checkpoint protein 1,10641
NP_001070387.1,28128502,28136174,1,23,Bos_taurus,PPP1R18,phostensin,7672
NP_001193139.1,28140392,28152392,1,23,Bos_taurus,DHX16,putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,12000
NP_001033267.1,28152846,28156283,-1,23,Bos_taurus,C23H6orf136,uncharacterized protein C6orf136 homolog,3437
NP_001263252.1,28156840,28169399,-1,23,Bos_taurus,ATAT1,alpha-tubulin N-acetyltransferase 1,12559
NP_001033613.1,28170189,28176461,-1,23,Bos_taurus,MRPS18B,"28S ribosomal protein S18b, mitochondrial",6272
NP_001137335.1,28183953,28192535,1,23,Bos_taurus,PPP1R10,serine/threonine-protein phosphatase 1 regulatory subunit 10,8582
NP_001193838.1,28199128,28211313,-1,23,Bos_taurus,ABCF1,ATP-binding cassette sub-family F member 1,12185
NP_001029726.1,28219794,28223657,-1,23,Bos_taurus,PRR3,proline-rich protein 3,3863
NP_001096742.1,28224817,28231252,1,23,Bos_taurus,GNL1,guanine nucleotide-binding protein-like 1,6435
XP_003587749.2,28262694,28271496,-1,23,Bos_taurus,LOC615278,E3 ubiquitin-protein ligase TRIM39,8802
NP_001070309.1,28299512,28307097,1,23,Bos_taurus,LOC512672,"major histocompatibility complex, class I precursor",7585
NP_001099086.1,28355357,28358325,-1,23,Bos_taurus,BOLA-NC1,non-classical MHC class I antigen precursor,2968
NP_001035588.1,28470055,28473371,-1,23,Bos_taurus,JSP.1,MHC Class I JSP.1 precursor,3316
NP_001033607.1,28502825,28506291,-1,23,Bos_taurus,BOLA,MHC class I heavy chain isoform 1 precursor,3466
XP_002697385.1,28570977,28579480,1,23,Bos_taurus,LOC785873,tripartite motif-containing protein 26,8503
NP_001192693.1,28600574,28610886,-1,23,Bos_taurus,TRIM15,tripartite motif-containing protein 15,10312
NP_001015607.1,28614283,28622043,1,23,Bos_taurus,TRIM10,tripartite motif-containing protein 10,7760
NP_001096776.1,28626338,28638013,-1,23,Bos_taurus,TRIM40,tripartite motif-containing protein 40,11675
XP_003587753.4,28702051,28706222,1,23,Bos_taurus,RNF39,RING finger protein 39,4171
NP_001093765.1,28708301,28710184,-1,23,Bos_taurus,PPP1R11,protein phosphatase 1 regulatory subunit 11,1883
NP_001039865.1,28714663,28717599,-1,23,Bos_taurus,ZNRD1,DNA-directed RNA polymerase I subunit RPA12,2936
NP_001013602.1,28740641,28750890,-1,23,Bos_taurus,MOG,myelin-oligodendrocyte glycoprotein precursor,10249
NP_001156747.1,28775568,28802663,1,23,Bos_taurus,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 isoform 1 precursor,27095
XP_002697423.1,28873685,28875436,-1,23,Bos_taurus,LOC504548,ubiquitin D,1751
XP_010816709.1,28889173,28890127,-1,23,Bos_taurus,LOC506486,olfactory receptor 2H1,954
XP_010816708.1,28902964,28903903,-1,23,Bos_taurus,OR2H1,olfactory receptor 2H1,939
NP_001193402.1,28918458,28920198,1,23,Bos_taurus,UBD,ubiquitin D,1740
XP_015315412.1,28921913,28925097,-1,23,Bos_taurus,LOC107131305,putative olfactory receptor 2I1,3184
XP_002697445.1,28950028,28950967,-1,23,Bos_taurus,OR10C1,olfactory receptor 10C1,939
XP_002697446.1,28955605,28956565,-1,23,Bos_taurus,LOC523768,olfactory receptor 6Q1,960
XP_002697447.2,28967923,28968892,1,23,Bos_taurus,LOC523769,olfactory receptor 11A1,969
XP_015315402.1,28984363,28985380,1,23,Bos_taurus,LOC523389,olfactory receptor 11A1,1017
XP_002697449.2,28992087,28993017,-1,23,Bos_taurus,LOC786846,olfactory receptor 1361,930
XP_002697450.1,29004624,29005551,-1,23,Bos_taurus,LOC785910,olfactory receptor 12D2,927
XP_002697427.1,29032405,29033332,-1,23,Bos_taurus,LOC785811,olfactory receptor 12D2,927
XP_002697454.1,29038752,29039682,-1,23,Bos_taurus,LOC785779,olfactory receptor 1361,930
XP_002707943.2,29061839,29062766,-1,23,Bos_taurus,LOC789690,olfactory receptor 12D2,927
XP_003587759.2,29071804,29072758,-1,23,Bos_taurus,LOC616306,olfactory receptor 12D2-like,954
XP_015315405.1,29078909,29079824,-1,23,Bos_taurus,LOC785712,olfactory receptor 12D2,915
XP_002697432.1,29092561,29093488,-1,23,Bos_taurus,LOC785639,olfactory receptor 12D2,927
NP_001091852.1,29107825,29108752,-1,23,Bos_taurus,OR12D2,"olfactory receptor, family 12, subfamily D, member 2",927
XP_003587755.2,29122353,29123280,-1,23,Bos_taurus,LOC785582,olfactory receptor 12D2-like,927
XP_002697457.1,29143550,29144498,1,23,Bos_taurus,LOC514434,olfactory receptor 5V1,948
XP_002697434.1,29149973,29150924,1,23,Bos_taurus,OR12D3,olfactory receptor 12D3,951
XP_002697458.2,29157653,29158610,1,23,Bos_taurus,LOC512579,olfactory receptor 12D3,957
XP_002697459.2,29167548,29168487,1,23,Bos_taurus,LOC618034,olfactory receptor 12D3,939
XP_002697435.1,29176695,29177619,1,23,Bos_taurus,LOC785431,olfactory receptor 5V1,924
XP_002697436.1,29186919,29187873,1,23,Bos_taurus,OR5V1,olfactory receptor 5V1,954
XP_002697437.2,29206926,29207889,-1,23,Bos_taurus,OR14J1,olfactory receptor 14J1,963
XP_005223773.1,29212490,29213456,-1,23,Bos_taurus,LOC510530,olfactory receptor 14J1,966
XP_002697438.1,29223811,29224756,-1,23,Bos_taurus,LOC618052,olfactory receptor 2B2,945
XP_002697461.3,29241748,29242690,-1,23,Bos_taurus,LOC785277,olfactory receptor 2G3,942
XP_015315403.1,29268470,29269403,1,23,Bos_taurus,LOC107131736,olfactory receptor 2G3-like,933
XP_002697463.4,29280760,29281705,1,23,Bos_taurus,LOC618064,LOW QUALITY PROTEIN: olfactory receptor 2G3,945
XP_002697464.2,29290562,29291507,1,23,Bos_taurus,LOC785162,LOW QUALITY PROTEIN: olfactory receptor 2G3,945
XP_010816714.1,29299941,29300874,1,23,Bos_taurus,LOC516273,olfactory receptor 2G6-like,933
XP_002697466.1,29314809,29315760,1,23,Bos_taurus,LOC516274,olfactory receptor 2G3,951
XP_002697467.1,29327102,29328065,-1,23,Bos_taurus,LOC618070,putative olfactory receptor 2B8,963
XP_002697468.1,29349631,29350570,1,23,Bos_taurus,LOC782341,olfactory receptor 2W1,939
XP_002697469.1,29360767,29361715,1,23,Bos_taurus,LOC782301,olfactory receptor 2W1,948
XP_002697471.1,29387308,29388250,1,23,Bos_taurus,LOC515704,putative olfactory receptor 2B3,942
XP_015315404.1,29394474,29395409,1,23,Bos_taurus,LOC782379,LOW QUALITY PROTEIN: olfactory receptor 2W1-like,935
XP_002697440.1,29403152,29403978,1,23,Bos_taurus,LOC785479,non-histone chromosomal protein HMG-14,826
XP_002697474.2,29411405,29412041,-1,23,Bos_taurus,LOC509155,protein FAM177A1,636
XP_010816717.1,29412971,29414889,-1,23,Bos_taurus,LOC784614,LOW QUALITY PROTEIN: olfactory receptor 2H2-like,1918
XP_002697484.1,29451996,29452938,1,23,Bos_taurus,LOC784652,putative olfactory receptor 2B3,942
XP_002697485.1,29462781,29463723,1,23,Bos_taurus,LOC784681,olfactory receptor 2B11,942
XP_002697486.1,29480529,29481468,1,23,Bos_taurus,LOC528343,olfactory receptor 2B6,939
XP_002697487.1,29503334,29504264,-1,23,Bos_taurus,OR2J3,olfactory receptor 2J3,930
XP_015315413.1,29518648,29519287,1,23,Bos_taurus,LOC784787,olfactory receptor 10C1,639
XP_010816718.1,29540766,29541693,-1,23,Bos_taurus,LOC511103,olfactory receptor 2J3,927
XP_002697490.1,29552974,29553937,1,23,Bos_taurus,LOC784858,olfactory receptor 10C1,963
XP_002697477.1,29572203,29573142,1,23,Bos_taurus,LOC616517,olfactory receptor 2B11,939
XP_002697478.3,29581501,29582479,1,23,Bos_taurus,LOC789367,olfactory receptor 10C1,978
XP_015315414.1,29593367,29594294,-1,23,Bos_taurus,LOC789358,olfactory receptor 2J3,927
XP_003587760.1,29622275,29623226,1,23,Bos_taurus,LOC788675,olfactory receptor 10C1-like,951
XP_010816722.1,29632637,29633571,1,23,Bos_taurus,LOC788663,LOW QUALITY PROTEIN: olfactory receptor 2B11-like,934
XP_010816720.1,29661569,29662598,-1,23,Bos_taurus,OR2J2,olfactory receptor 2J3,1029
XP_010816721.1,29678972,29679926,1,23,Bos_taurus,LOC509280,olfactory receptor 2W1,954
XP_002697483.1,29698015,29698978,1,23,Bos_taurus,OR2W1,olfactory receptor 2W1,963
XP_010816738.1,29764538,29765510,1,23,Bos_taurus,LOC782475,putative olfactory receptor 2W6,972
XP_002697522.1,29784663,29785587,1,23,Bos_taurus,LOC782554,putative olfactory receptor 2W6,924
NP_001069267.1,29906705,29920283,1,23,Bos_taurus,TRIM27,zinc finger protein RFP,13578
NP_001070606.1,30080783,30090123,1,23,Bos_taurus,ZSCAN12,zinc finger and SCAN domain-containing protein 12,9340
NP_001039702.1,30121195,30123823,1,23,Bos_taurus,ZSCAN31,zinc finger and SCAN domain-containing protein 31,2628
NP_001069642.1,30154311,30154773,-1,23,Bos_taurus,PGBD1,piggyBac transposable element-derived protein 1,462
NP_001095427.1,30161122,30166332,-1,23,Bos_taurus,ZSCAN26,zinc finger and SCAN domain-containing protein 26,5210
NP_001095968.1,30178136,30178959,-1,23,Bos_taurus,NKAPL,NKAP-like protein,823
XP_002697494.2,30186450,30193866,-1,23,Bos_taurus,ZKSCAN4,zinc finger protein with KRAB and SCAN domains 4,7416
XP_015315428.1,30206788,30211745,-1,23,Bos_taurus,ZSCAN9,LOW QUALITY PROTEIN: zinc finger and SCAN domain-containing protein 9,4957
XP_015315425.1,30237436,30241949,-1,23,Bos_taurus,LOC104975673,LOW QUALITY PROTEIN: pre-mRNA-splicing regulator WTAP,4513
NP_001138603.1,30265551,30266367,-1,23,Bos_taurus,ZNF389,zinc finger protein 389,816
NP_001093814.1,30279018,30287143,-1,23,Bos_taurus,ZKSCAN8,zinc finger protein with KRAB and SCAN domains 8,8125
NP_001029583.1,30305198,30311510,-1,23,Bos_taurus,ZSCAN16,zinc finger and SCAN domain-containing protein 16,6312
NP_001178305.1,30332604,30336576,-1,23,Bos_taurus,ZNF165,zinc finger protein 165,3972
XP_002697531.3,30349198,30350140,-1,23,Bos_taurus,LOC528914,olfactory receptor 1F12,942
XP_003587763.1,30464776,30465715,1,23,Bos_taurus,LOC100849008,putative olfactory receptor 2B8,939
XP_005223788.1,30474842,30475787,-1,23,Bos_taurus,LOC101904987,olfactory receptor 2G6-like,945
XP_002697537.1,30487471,30488416,-1,23,Bos_taurus,LOC619021,olfactory receptor 2G6,945
XP_002697539.1,30528180,30529125,-1,23,Bos_taurus,LOC783311,olfactory receptor 2G6,945
XP_002697540.1,30585742,30586705,-1,23,Bos_taurus,LOC783203,olfactory receptor 2B2,963
XP_002697541.2,30607389,30608346,1,23,Bos_taurus,LOC528373,putative olfactory receptor 2W6,957
XP_010816746.1,30620726,30621668,1,23,Bos_taurus,OR2B6,olfactory receptor 2B6,942
XP_015315429.1,30685947,30693562,-1,23,Bos_taurus,LOC783041,LOW QUALITY PROTEIN: putative olfactory receptor 2W6,7615
XP_010816747.1,30695955,30696900,1,23,Bos_taurus,LOC783002,olfactory receptor 2B2,945
XP_015315427.1,30713381,30713762,-1,23,Bos_taurus,HIST1H2BI,histone H2B type 1,381
XP_010816763.1,30714063,30714456,1,23,Bos_taurus,LOC104968446,histone H2A type 1,393
XP_002697506.1,30715879,30716290,1,23,Bos_taurus,HIST1H3C,histone H3.1,411
XP_010816762.1,30724825,30748119,1,23,Bos_taurus,LOC528329,uncharacterized protein LOC528329,23294
XP_005223785.1,30730259,30730652,-1,23,Bos_taurus,LOC529277,histone H2A type 1,393
XP_010816759.1,30730957,30731338,1,23,Bos_taurus,LOC104975676,histone H2B type 1,381
NP_001075211.1,30741267,30741648,-1,23,Bos_taurus,HIST1H2BB,histone H2B type 1-N,381
XP_003587761.1,30741967,30742360,1,23,Bos_taurus,LOC614970,histone H2A type 1-D,393
XP_002697516.1,30757274,30757586,-1,23,Bos_taurus,LOC527645,histone H4,312
XP_010816754.1,30760428,30760809,-1,23,Bos_taurus,LOC616868,histone H2B type 1,381
NP_001092190.1,30761115,30761508,1,23,Bos_taurus,HIST1H2AG,"histone cluster 1, H2ag",393
XP_010816767.1,30764309,30764720,1,23,Bos_taurus,LOC616819,histone H3.1,411
XP_010816748.1,30766956,30767343,-1,23,Bos_taurus,HIST1H2AJ,histone H2A type 1-J,387
XP_010816749.1,30767649,30768030,1,23,Bos_taurus,LOC100295221,histone H2B type 1,381
NP_001093842.1,30960834,30979663,1,23,Bos_taurus,ZNF184,zinc finger protein 184,18829
NP_001093822.1,30995073,30996150,-1,23,Bos_taurus,ZNF391,zinc finger protein 391,1077
NP_001156399.1,31040856,31043949,1,23,Bos_taurus,POM121L2,POM121-like protein 2,3093
XP_010816800.1,31067237,31073523,-1,23,Bos_taurus,PRSS16,thymus-specific serine protease,6286
XP_010816805.1,31111940,31112327,-1,23,Bos_taurus,HIST1H2AH,histone H2A type 1-H,387
NP_001071531.1,31112650,31113031,1,23,Bos_taurus,HIST1H2BN,histone H2B type 1-K,381
XP_002697546.1,31121373,31121754,1,23,Bos_taurus,HIST1H2BJ,histone H2B type 1-J,381
NP_001091624.1,31214786,31215995,1,23,Bos_taurus,ZNF322,zinc finger protein 322,1209
XP_010816806.1,31235373,31236321,1,23,Bos_taurus,LOC515414,olfactory receptor 2M3,948
XP_010816807.1,31250288,31251215,1,23,Bos_taurus,LOC514235,olfactory receptor 2M2,927
XP_002697600.1,31260280,31261204,1,23,Bos_taurus,LOC521167,olfactory receptor 2M2,924
NP_001069620.1,31279671,31281319,-1,23,Bos_taurus,ABT1,activator of basal transcription 1,1648
NP_001040012.1,31324374,31324647,-1,23,Bos_taurus,HMGN4,high mobility group nucleosome-binding domain-containing protein 4,273
XP_015315455.1,31343550,31344106,-1,23,Bos_taurus,BTN1A1,butyrophilin subfamily 1 member A1,556
XP_015315451.1,31344921,31348078,1,23,Bos_taurus,LOC107131743,butyrophilin subfamily 2 member A2-like,3157
NP_776933.1,31362492,31366608,1,23,Bos_taurus,BTN1A1,butyrophilin subfamily 1 member A1 precursor,4116
XP_015315461.1,31379280,31390409,-1,23,Bos_taurus,BTN3A3,LOW QUALITY PROTEIN: butyrophilin subfamily 3 member A3,11129
XP_010816809.2,31456885,31479686,1,23,Bos_taurus,LOC527388,uncharacterized protein LOC527388,22801
XP_010816810.1,31460913,31461294,-1,23,Bos_taurus,HIST1H2BM,histone H2B type 2-F,381
XP_002697551.1,31461685,31462078,1,23,Bos_taurus,HIST1H2AM,histone H2A type 1,393
XP_015315463.1,31463931,31464342,1,23,Bos_taurus,LOC107131750,histone H3.1,411
XP_002697553.1,31472338,31472719,-1,23,Bos_taurus,LOC104968456,histone H2B type 1,381
XP_010816812.2,31485394,31503087,-1,23,Bos_taurus,LOC518961,LOW QUALITY PROTEIN: uncharacterized protein LOC518961,17693
NP_001094536.1,31490519,31491185,1,23,Bos_taurus,HIST1H1D,histone H1.3,666
XP_015315464.1,31518524,31518917,-1,23,Bos_taurus,HIST1H2AC,histone H2A type 1,393
NP_001099113.1,31519420,31519624,1,23,Bos_taurus,H2B,histone H2B,204
XP_002697561.1,31525878,31526259,-1,23,Bos_taurus,LOC505183,histone H2B type 1,381
XP_010816815.1,31526581,31526974,1,23,Bos_taurus,LOC104975683,histone H2A type 1,393
NP_001092459.1,31531156,31531789,-1,23,Bos_taurus,HIST1H1E,"histone cluster 1, H1e",633
NP_001093194.1,31534758,31535070,1,23,Bos_taurus,LOC617875,histone H4-like,312
XP_010816816.1,31539668,31540049,-1,23,Bos_taurus,LOC787465,histone H2B type 1,381
NP_001039711.1,31554875,31555256,-1,23,Bos_taurus,HIST1H2BD,histone H2B type 1-D,381
XP_002697564.1,31556332,31556992,-1,23,Bos_taurus,HIST1H1E,histone H1.4,660
NP_001192525.1,31588780,31589173,-1,23,Bos_taurus,HIST1H2AC,histone H2A type 1-C,393
XP_003587771.1,31589503,31589884,1,23,Bos_taurus,LOC787269,histone H2B type 1,381
XP_010816820.1,31604876,31605513,1,23,Bos_taurus,LOC104975686,LOW QUALITY PROTEIN: histone H1t,637
XP_010816819.2,31607478,31669974,-1,23,Bos_taurus,LOC617905,uncharacterized protein LOC617905,62496
NP_001012399.1,31614300,31621316,1,23,Bos_taurus,HFE,hereditary hemochromatosis protein precursor,7016
NP_001076894.1,31636946,31637588,1,23,Bos_taurus,HIST1H1C,histone H1.2,642
XP_002697571.1,31646216,31646597,1,23,Bos_taurus,HIST1H2BB,histone H2B type 1-B,381
XP_010816817.1,31652713,31653106,1,23,Bos_taurus,LOC104975684,histone H2A type 1,393
XP_005223855.1,31654043,31654454,1,23,Bos_taurus,HIST1H3G,histone H3.1,411
NP_776305.1,31665599,31665911,1,23,Bos_taurus,H4,histone H4,312
XP_002697575.1,31670730,31671141,-1,23,Bos_taurus,HIST1H3I,histone H3.1,411
XP_010816821.1,31674089,31674746,1,23,Bos_taurus,HIST1H1A,histone H1.1,657
NP_001029746.1,31693877,31706914,-1,23,Bos_taurus,TRIM38,E3 ubiquitin-protein ligase TRIM38,13037
NP_001033207.1,31727728,31738931,1,23,Bos_taurus,SLC17A2,sodium-dependent phosphate transport protein 3,11203
NP_001069255.1,31761096,31778340,1,23,Bos_taurus,SLC17A3,sodium-dependent phosphate transport protein 4,17244
XP_010816831.2,31792595,31830098,1,23,Bos_taurus,SLC17A1,sodium-dependent phosphate transport protein 1,37503
XP_010816823.1,31914983,31915367,1,23,Bos_taurus,HIST1H2BA,histone H2B type 1-A,384
XP_015315477.1,31918124,31918676,-1,23,Bos_taurus,HIST1H2BA,histone H2B type 1-A,552
XP_015315478.1,31918730,31919276,1,23,Bos_taurus,HIST1H2AA,histone H2A type 1-A,546
NP_001092643.1,31952426,32004255,-1,23,Bos_taurus,SCGN,secretagogin,51829
NP_001179832.1,32030008,32339087,-1,23,Bos_taurus,LRRC16A,leucine-rich repeat-containing protein 16A,309079
NP_001030502.1,32713473,32763479,1,23,Bos_taurus,FAM65B,protein FAM65B,50006
XP_005223873.1,32769204,32772075,1,23,Bos_taurus,C23H6orf229,uncharacterized protein C6orf229 homolog,2871
NP_001020508.1,32775886,32784223,-1,23,Bos_taurus,GMNN,geminin,8337
NP_001071467.1,32823091,32833540,1,23,Bos_taurus,C23H6orf62,uncharacterized protein C6orf62 homolog,10449
NP_001095315.1,32836780,32848919,-1,23,Bos_taurus,ACOT13,acyl-coenzyme A thioesterase 13,12139
NP_001098811.1,32849365,32859925,1,23,Bos_taurus,TDP2,tyrosyl-DNA phosphodiesterase 2,10560
XP_002697584.1,32901067,32942266,1,23,Bos_taurus,KIAA0319,dyslexia-associated protein KIAA0319 homolog,41199
NP_001179664.1,32952153,32976657,-1,23,Bos_taurus,ALDH5A1,"succinate-semialdehyde dehydrogenase, mitochondrial",24504
NP_777241.1,32984494,33036019,1,23,Bos_taurus,GPLD1,phosphatidylinositol-glycan-specific phospholipase D precursor,51525
NP_001095373.1,33040800,33077125,-1,23,Bos_taurus,MRS2,"magnesium transporter MRS2 homolog, mitochondrial",36325
NP_001068937.1,33269564,33281467,-1,23,Bos_taurus,NRSN1,neurensin-1,11903
XP_003587783.2,34219297,34219825,-1,23,Bos_taurus,LOC788801,ferritin light chain,528
NP_997613.2,34357860,34368707,-1,23,Bos_taurus,PRP4,placental prolactin-related protein 4 precursor,10847
NP_001033289.1,34431221,34440564,-1,23,Bos_taurus,PRP8,uncharacterized protein LOC613971 precursor,9343
NP_991347.1,34479818,34491927,-1,23,Bos_taurus,PRP6,prolactin-related protein VI precursor,12109
NP_776584.1,34531553,34543417,-1,23,Bos_taurus,PRP1,placental prolactin-related protein 1 precursor,11864
XP_010816845.1,34576554,34588550,-1,23,Bos_taurus,LOC100298767,chorionic somatomammotropin hormone 2,11996
