acc,species,chromosome,symbol,start,end,length,strand
NP_035648.2,Mus_musculus,13,Syk,52610838,52645795,34957,1
NP_057918.2,Mus_musculus,13,Auh,52835473,52929641,94168,-1
NP_059069.1,Mus_musculus,13,Nfil3,52967477,52968866,1389,-1
NP_038874.3,Mus_musculus,13,Ror2,53110219,53285877,175658,-1
NP_033295.2,Mus_musculus,13,Sptlc1,53333883,53377349,43466,-1
XP_011242734.1,Mus_musculus,13,Gm38564,53415983,53419007,3024,-1
NP_038629.2,Mus_musculus,13,Msx2,53468168,53472710,4542,-1
NP_034206.1,Mus_musculus,13,Drd1,54052852,54054193,1341,-1
NP_001278730.1,Mus_musculus,13,Drd1,54052852,54054193,1341,-1
NP_081600.1,Mus_musculus,13,Sfxn1,54085459,54106603,21144,1
NP_001010973.1,Mus_musculus,13,Hrh2,54214006,54221340,7334,1
NP_032312.2,Mus_musculus,13,Hrh2,54214006,54215083,1077,1
NP_034076.1,Mus_musculus,13,Cplx2,54378668,54379709,1041,1
NP_082873.2,Mus_musculus,13,Thoc3,54460073,54468807,8734,-1
NP_795961.3,Mus_musculus,13,Simc1,54503875,54550633,46758,1
NP_598558.1,Mus_musculus,13,4833439L19Rik,54552611,54564212,11601,-1
NP_001239574.1,Mus_musculus,13,4833439L19Rik,54552611,54561842,9231,-1
NP_001239575.1,Mus_musculus,13,4833439L19Rik,54552611,54561842,9231,-1
NP_001239576.1,Mus_musculus,13,4833439L19Rik,54552611,54559216,6605,-1
NP_001239577.1,Mus_musculus,13,4833439L19Rik,54552611,54552982,371,-1
NP_064352.2,Mus_musculus,13,Arl10,54575094,54580894,5800,1
NP_848720.1,Mus_musculus,13,Nop16,54585280,54589967,4687,-1
NP_080209.1,Mus_musculus,13,Higd2a,54590265,54590890,625,1
NP_083146.1,Mus_musculus,13,Cltb,54593870,54611264,17394,-1
NP_848484.2,Mus_musculus,13,Faf2,54621840,54661136,39296,1
NP_001139498.1,Mus_musculus,13,Rnf44,54681748,54684444,2696,-1
NP_001139497.1,Mus_musculus,13,Rnf44,54681748,54684444,2696,-1
NP_598825.2,Mus_musculus,13,Rnf44,54681748,54684014,2266,-1
NP_001139499.1,Mus_musculus,13,Rnf44,54681748,54684014,2266,-1
NP_001028536.2,Mus_musculus,13,Cdhr2,54712627,54736580,23953,1
NP_036144.2,Mus_musculus,13,Gprin1,54737660,54740459,2799,-1
NP_001303639.1,Mus_musculus,13,Gprin1,54737660,54740459,2799,-1
NP_291088.1,Mus_musculus,13,Sncb,54759508,54765683,6175,-1
NP_001273108.1,Mus_musculus,13,Eif4e1b,54784015,54787396,3381,1
NP_001273107.1,Mus_musculus,13,Eif4e1b,54784015,54787396,3381,1
NP_001273109.1,Mus_musculus,13,Eif4e1b,54784015,54786955,2940,1
NP_001028441.1,Mus_musculus,13,Eif4e1b,54784353,54787396,3043,1
NP_001034772.1,Mus_musculus,13,Eif4e1b,54784353,54786955,2602,1
NP_083117.2,Mus_musculus,13,Tspan17,54789594,54796222,6628,1
NP_694771.1,Mus_musculus,13,Unc5a,54949661,55004971,55310,1
NP_001298057.1,Mus_musculus,13,Unc5a,54949661,55004971,55310,1
NP_001193320.1,Mus_musculus,13,Hk3,55006170,55019423,13253,-1
NP_001193319.1,Mus_musculus,13,Hk3,55006170,55019423,13253,-1
NP_001028417.1,Mus_musculus,13,Hk3,55006170,55019423,13253,-1
NP_001193321.1,Mus_musculus,13,Hk3,55006170,55015060,8890,-1
NP_001280589.1,Mus_musculus,13,Uimc1,55028519,55093273,64754,-1
NP_035437.1,Mus_musculus,13,Uimc1,55028519,55093273,64754,-1
NP_036147.1,Mus_musculus,13,Zfp346,55105343,55132394,27051,1
XP_017171160.1,Mus_musculus,13,LOC108168084,55127775,55128183,408,-1
NP_032037.2,Mus_musculus,13,Fgfr4,55155489,55168175,12686,1
NP_032765.3,Mus_musculus,13,Nsd1,55213220,55313728,100508,1
NP_033026.1,Mus_musculus,13,Rab24,55320149,55321654,1505,-1
NP_079872.4,Mus_musculus,13,Prelid1,55322189,55324972,2783,1
NP_057871.2,Mus_musculus,13,Mxd3,55325782,55329667,3885,-1
NP_080104.2,Mus_musculus,13,Lman2,55346876,55362589,15713,-1
NP_058038.2,Mus_musculus,13,Rgs14,55369891,55384135,14244,1
NP_035522.2,Mus_musculus,13,Slc34a1,55400457,55413637,13180,1
NP_083579.1,Mus_musculus,13,Pfn3,55414752,55415166,414,-1
NP_067464.2,Mus_musculus,13,F12,55418098,55426768,8670,-1
NP_001033107.1,Mus_musculus,13,Grk6,55445508,55459874,14366,1
NP_001272993.1,Mus_musculus,13,Grk6,55445508,55459874,14366,1
NP_001106182.1,Mus_musculus,13,Grk6,55445508,55459837,14329,1
NP_001272994.1,Mus_musculus,13,Grk6,55445508,55459837,14329,1
NP_036068.2,Mus_musculus,13,Grk6,55445508,55459338,13830,1
NP_001272992.1,Mus_musculus,13,Grk6,55449351,55459874,10523,1
NP_001272995.1,Mus_musculus,13,Grk6,55452191,55459338,7147,1
NP_001025467.1,Mus_musculus,13,Prr7,55472024,55472990,966,1
NP_062787.2,Mus_musculus,13,Dbn1,55474222,55487948,13726,-1
NP_001170843.1,Mus_musculus,13,Dbn1,55474222,55487948,13726,-1
NP_001170842.1,Mus_musculus,13,Dbn1,55474222,55487948,13726,-1
NP_001107560.1,Mus_musculus,13,Pdlim7,55498647,55512407,13760,-1
NP_080407.3,Mus_musculus,13,Pdlim7,55507026,55512407,5381,-1
NP_001107559.1,Mus_musculus,13,Pdlim7,55507026,55512407,5381,-1
NP_038767.1,Mus_musculus,13,Dok3,55523421,55528514,5093,-1
NP_598820.2,Mus_musculus,13,Ddx41,55530594,55536507,5913,-1
NP_663357.2,Mus_musculus,13,Fam193b,55541624,55556096,14472,-1
NP_080487.2,Mus_musculus,13,Tmed9,55593173,55596990,3817,1
NP_666157.1,Mus_musculus,13,B4galt7,55600142,55609374,9232,1
NP_001298066.1,Mus_musculus,13,B4galt7,55600142,55609374,9232,1
NP_031622.2,Mus_musculus,13,Caml,55623090,55632000,8910,1
NP_001268984.1,Mus_musculus,13,Ddx46,55635178,55678831,43653,1
NP_851795.1,Mus_musculus,13,B230219D22Rik,55699075,55699642,567,1
NP_780359.2,Mus_musculus,13,Txndc15,55714777,55725863,11086,1
NP_082557.1,Mus_musculus,13,Pcbd2,55727372,55776700,49328,1
NP_001239416.1,Mus_musculus,13,Catsper3,55784661,55808919,24258,1
NP_084048.1,Mus_musculus,13,Catsper3,55784661,55808919,24258,1
NP_001239417.1,Mus_musculus,13,Catsper3,55784661,55808919,24258,1
NP_035227.1,Mus_musculus,13,Pitx1,55826068,55830940,4872,-1
NP_001152987.1,Mus_musculus,13,H2afy,56074226,56128448,54222,-1
NP_001152985.1,Mus_musculus,13,H2afy,56074226,56128448,54222,-1
NP_001152986.1,Mus_musculus,13,H2afy,56074226,56128448,54222,-1
NP_036145.1,Mus_musculus,13,H2afy,56074226,56128448,54222,-1
NP_666088.1,Mus_musculus,13,Tifab,56176184,56176628,444,-1
NP_001162086.1,Mus_musculus,13,Tifab,56176184,56176628,444,-1
NP_035026.1,Mus_musculus,13,Neurog1,56251197,56251932,735,-1
NP_062514.2,Mus_musculus,13,Cxcl14,56289791,56296173,6382,-1
NP_808477.2,Mus_musculus,13,Slc25a48,56438489,56470472,31983,1
NP_032399.1,Mus_musculus,13,Il9,56479362,56482231,2869,-1
NP_848789.2,Mus_musculus,13,Fbxl21,56526915,56537467,10552,1
NP_034832.2,Mus_musculus,13,Lect2,56542704,56548362,5658,-1
NP_033395.1,Mus_musculus,13,Tgfbi,56609646,56638757,29111,1
NP_001157513.1,Mus_musculus,13,Smad5,56723593,56737478,13885,1
NP_001157514.1,Mus_musculus,13,Smad5,56723593,56737478,13885,1
NP_032567.1,Mus_musculus,13,Smad5,56723593,56737478,13885,1
NP_001289301.1,Mus_musculus,13,Trpc7,56773763,56895494,121731,-1
NP_036165.1,Mus_musculus,13,Trpc7,56773763,56895494,121731,-1
NP_001289302.1,Mus_musculus,13,Trpc7,56773763,56822614,48851,-1
NP_001159937.1,Mus_musculus,13,Spock1,57423089,57907587,484498,-1
NP_001159936.1,Mus_musculus,13,Spock1,57423089,57907587,484498,-1
NP_001159935.1,Mus_musculus,13,Spock1,57429294,57907587,478293,-1
NP_001159938.1,Mus_musculus,13,Spock1,57429294,57907587,478293,-1
NP_033288.2,Mus_musculus,13,Spock1,57429294,57907587,478293,-1
NP_001182004.1,Mus_musculus,13,Klhl3,58005175,58102428,97253,-1
NP_084148.1,Mus_musculus,13,Hnrnpa0,58127395,58128313,918,-1
NP_932121.2,Mus_musculus,13,Idnk,58157686,58163775,6089,1
NP_001041525.1,Mus_musculus,13,Idnk,58157686,58163519,5833,1
NP_689420.1,Mus_musculus,13,Ubqln1,58177875,58215436,37561,-1
NP_081118.4,Mus_musculus,13,Ubqln1,58177875,58215436,37561,-1
NP_062806.1,Mus_musculus,13,Gkap1,58233610,58264157,30547,-1
NP_780423.2,Mus_musculus,13,Kif27,58287792,58354862,67070,-1
NP_081611.1,Mus_musculus,13,2210016F16Rik,58381779,58385154,3375,-1
NP_001288274.1,Mus_musculus,13,Hnrnpk,58392385,58400390,8005,-1
NP_079555.1,Mus_musculus,13,Hnrnpk,58392385,58400390,8005,-1
NP_001288273.1,Mus_musculus,13,Hnrnpk,58392442,58400390,7948,-1
NP_001288270.1,Mus_musculus,13,Hnrnpk,58392442,58400390,7948,-1
NP_001288269.1,Mus_musculus,13,Hnrnpk,58392442,58400390,7948,-1
NP_001288272.1,Mus_musculus,13,Hnrnpk,58392442,58400390,7948,-1
NP_083180.3,Mus_musculus,13,Rmi1,58407938,58409789,1851,1
NP_001161720.1,Mus_musculus,13,Rmi1,58407938,58409789,1851,1
NP_071712.3,Mus_musculus,13,Slc28a3,58555689,58610807,55118,-1
NP_001269890.1,Mus_musculus,13,Ntrk2,58808728,59128353,319625,1
NP_001020245.1,Mus_musculus,13,Ntrk2,58808728,59128353,319625,1
NP_032771.1,Mus_musculus,13,Ntrk2,58808728,58932060,123332,1
NP_075817.2,Mus_musculus,13,Agtpbp1,59450136,59544418,94282,-1
NP_001271148.1,Mus_musculus,13,Agtpbp1,59450136,59514200,64064,-1
NP_001271150.1,Mus_musculus,13,Agtpbp1,59454634,59544418,89784,-1
NP_001041473.1,Mus_musculus,13,Agtpbp1,59493811,59544418,50607,-1
NP_001271147.1,Mus_musculus,13,Agtpbp1,59493811,59544418,50607,-1
NP_084429.2,Mus_musculus,13,Naa35,59586157,59634477,48320,1
NP_001030294.1,Mus_musculus,13,Golm1,59637291,59665655,28364,-1
NP_081583.3,Mus_musculus,13,Golm1,59637291,59665655,28364,-1
NP_899113.1,Mus_musculus,13,4921517D22Rik,59689459,59691629,2170,-1
NP_082433.2,Mus_musculus,13,Spata31d1a,59700301,59706150,5849,-1
NP_001161065.1,Mus_musculus,13,Spata31d1b,59712314,59719125,6811,1
NP_808379.2,Mus_musculus,13,Spata31d1d,59725975,59731720,5745,-1
XP_017171161.1,Mus_musculus,13,LOC102638268,59741052,59744004,2952,-1
XP_017171162.1,Mus_musculus,13,LOC102638268,59741052,59744004,2952,-1
NP_081197.1,Mus_musculus,13,Isca1,59756854,59769704,12850,-1
NP_705766.3,Mus_musculus,13,Zcchc6,59778798,59822079,43281,-1
NP_032112.1,Mus_musculus,13,Gas1,60175786,60176941,1155,-1
NP_001272846.1,Mus_musculus,13,Dapk1,60602534,60762396,159862,1
NP_598823.1,Mus_musculus,13,Dapk1,60602534,60761867,159333,1
NP_083929.2,Mus_musculus,13,Dapk1,60602534,60761867,159333,1
NP_954599.2,Mus_musculus,13,BC051665,60782154,60785145,2991,-1
NP_081620.2,Mus_musculus,13,Ctsll3,60798499,60801415,2916,-1
NP_835199.1,Mus_musculus,13,4930486L24Rik,60842876,60854938,12062,-1
NP_031823.1,Mus_musculus,13,Ctla2b,60895710,60896714,1004,-1
NP_001139273.1,Mus_musculus,13,Ctla2b,60896014,60896714,700,-1
NP_080705.1,Mus_musculus,13,Tpbpb,60901554,60902635,1081,-1
NP_031822.2,Mus_musculus,13,Ctla2a,60935019,60936531,1512,-1
NP_001139271.1,Mus_musculus,13,Ctla2a,60935019,60936044,1025,-1
NP_033437.2,Mus_musculus,13,Tpbpa,60939605,60940688,1083,-1
NP_036137.1,Mus_musculus,13,Ctsj,61000476,61004550,4074,-1
NP_083912.2,Mus_musculus,13,Ctsq,61035294,61039552,4258,-1
NP_064680.1,Mus_musculus,13,Ctsr,61159475,61163230,3755,-1
NP_067420.1,Mus_musculus,13,Cts6,61195400,61202265,6865,-1
NP_062414.3,Mus_musculus,13,Cts8,61248153,61254081,5928,-1
NP_062412.1,Mus_musculus,13,Cts7,61352735,61357036,4301,-1
NP_071721.2,Mus_musculus,13,Ctsm,61536554,61540313,3759,-1
NP_081182.2,Mus_musculus,13,Cts3,61564905,61568820,3915,-1
NP_473433.2,Mus_musculus,13,Cts3,61564905,61568820,3915,-1
XP_017171149.1,Mus_musculus,13,LOC108168055,61630022,61636282,6260,1
NP_001034328.2,Mus_musculus,13,Zfp808,62130025,62173220,43195,1
NP_001156382.1,Mus_musculus,13,Gm3604,62368862,62383082,14220,-1
NP_849206.2,Mus_musculus,13,Zfp935,62454322,62466709,12387,-1
NP_001129968.1,Mus_musculus,13,Zfp935,62454870,62466709,11839,-1
NP_001156383.1,Mus_musculus,13,Zfp934,62517499,62558489,40990,-1
NP_780461.2,Mus_musculus,13,Zfp934,62517499,62520451,2952,-1
NP_001311335.1,Mus_musculus,13,6720489N17Rik,62605189,62624093,18904,-1
NP_775557.1,Mus_musculus,13,6720489N17Rik,62605189,62624040,18851,-1
NP_001242994.1,Mus_musculus,13,Gm5141,62773607,62785683,12076,-1
NP_032020.2,Mus_musculus,13,Fbp2,62837085,62858297,21212,-1
NP_062268.1,Mus_musculus,13,Fbp1,62864975,62888043,23068,-1
NP_001276853.1,Mus_musculus,13,2010111I01Rik,63015166,63298852,283686,1
NP_001276855.1,Mus_musculus,13,2010111I01Rik,63015166,63298852,283686,1
NP_032011.2,Mus_musculus,13,Fancc,63312665,63403006,90341,-1
NP_001036138.1,Mus_musculus,13,Fancc,63312665,63403006,90341,-1
NP_001269871.1,Mus_musculus,13,Fancc,63312665,63398136,85471,-1
NP_032983.1,Mus_musculus,13,Ptch1,63511532,63565520,53988,-1
NP_001013626.2,Mus_musculus,13,Ercc6l2,63815474,63899503,84029,1
NP_075996.2,Mus_musculus,13,Ercc6l2,63815474,63869184,53710,1
NP_032317.2,Mus_musculus,13,Hsd17b3,64058568,64089128,30560,-1
NP_001001321.2,Mus_musculus,13,Slc35d2,64097581,64129307,31726,-1
NP_780703.1,Mus_musculus,13,Zfp367,64135313,64152989,17676,-1
NP_064370.2,Mus_musculus,13,Habp4,64161985,64185329,23344,1
NP_766175.3,Mus_musculus,13,Cdc14b,64205302,64274750,69448,-1
NP_001116461.1,Mus_musculus,13,Cdc14b,64205302,64248453,43151,-1
NP_079646.1,Mus_musculus,13,Aaed1,64292100,64312684,20584,-1
NP_034114.1,Mus_musculus,13,Ctsl,64364097,64369153,5056,-1
NP_444410.1,Mus_musculus,13,Cdk20,64432595,64438978,6383,1
NP_001182364.1,Mus_musculus,13,1190003K10Rik,64481763,64486000,4237,-1
NP_001074598.1,Mus_musculus,13,Cntnap3,64738546,64903840,165294,-1
NP_084323.2,Mus_musculus,13,Spata31,64917482,64923084,5602,1
NP_001077359.2,Mus_musculus,13,Spata31d1c,65033088,65037207,4119,1
NP_598441.3,Mus_musculus,13,Mfsd14b,65066612,65112617,46005,-1
NP_001077370.1,Mus_musculus,13,Mfsd14b,65066612,65112617,46005,-1
NP_667030.2,Mus_musculus,13,Olfr466,65152225,65153152,927,1
NP_780499.3,Mus_musculus,13,Nlrp4f,65181563,65199442,17879,-1
NP_848141.3,Mus_musculus,13,Zfp369,65278971,65297582,18611,1
XP_017171167.1,Mus_musculus,13,Gm7762,65337304,65348486,11182,-1
XP_006517561.2,Mus_musculus,13,Gm31714,65396979,65415024,18045,-1
XP_017171170.1,Mus_musculus,13,LOC102634499,65511861,65512932,1071,1
XP_017171151.1,Mus_musculus,13,Gm17353,65897274,65907988,10714,1
XP_017171171.1,Mus_musculus,13,LOC108168096,65950686,65958927,8241,1
NP_001171303.1,Mus_musculus,13,Gm10324,66113557,66122836,9279,1
XP_017171144.1,Mus_musculus,13,LOC108167370,66156615,66164048,7433,1
XP_017171152.1,Mus_musculus,13,LOC105245577,66227147,66236670,9523,-1
XP_017171172.1,Mus_musculus,13,LOC108168097,66281715,66284053,2338,-1
NP_898942.1,Mus_musculus,13,2410141K09Rik,66418244,66441022,22778,-1
NP_001277125.1,Mus_musculus,13,2410141K09Rik,66431027,66441022,9995,-1
XP_017171173.1,Mus_musculus,13,LOC108168098,66527952,66529383,1431,1
XP_017171174.1,Mus_musculus,13,LOC108167371,66589282,66598489,9207,1
XP_017171188.1,Mus_musculus,13,LOC105245578,66792582,66802467,9885,-1
XP_017171189.1,Mus_musculus,13,Gm10323,66850721,66862027,11306,-1
NP_080495.1,Mus_musculus,13,Uqcrb,66900748,66905311,4563,-1
NP_001171221.1,Mus_musculus,13,Gm10767,66907944,66908256,312,1
NP_079823.2,Mus_musculus,13,Mterf3,66912183,66930203,18020,-1
NP_032985.2,Mus_musculus,13,Ptdss1,66933507,66997077,63570,1
NP_001159690.1,Mus_musculus,13,Zfp712,67040343,67061068,20725,-1
NP_001012451.2,Mus_musculus,13,Zfp708,67070167,67097834,27667,-1
NP_001012325.2,Mus_musculus,13,Zfp708,67070167,67097834,27667,-1
NP_001012450.2,Mus_musculus,13,Zfp708,67070167,67081455,11288,-1
NP_001278995.1,Mus_musculus,13,Zfp708,67070167,67074866,4699,-1
NP_001242981.1,Mus_musculus,13,Rslcan18,67098163,67113981,15818,-1
NP_765980.3,Mus_musculus,13,Zfp759,67128308,67140552,12244,1
NP_001013791.1,Mus_musculus,13,Rsl1,67173217,67182947,9730,1
NP_001041669.1,Mus_musculus,13,Zfp455,67194588,67208055,13467,1
NP_001001152.1,Mus_musculus,13,Zfp458,67256114,67269036,12922,-1
NP_001003666.2,Mus_musculus,13,Zfp457,67292565,67306355,13790,-1
NP_808290.1,Mus_musculus,13,Zfp595,67316328,67332472,16144,-1
NP_001033740.1,Mus_musculus,13,Zfp953,67342971,67360509,17538,-1
NP_001001186.3,Mus_musculus,13,Zfp456,67366208,67372874,6666,-1
NP_001074410.1,Mus_musculus,13,Zfp429,67389865,67399731,9866,-1
NP_808479.1,Mus_musculus,13,Zfp459,67408158,67413957,5799,-1
NP_808380.1,Mus_musculus,13,Zfp874a,67442219,67451517,9298,-1
NP_001070259.1,Mus_musculus,13,Zfp874b,67473833,67484146,10313,-1
NP_001007576.1,Mus_musculus,13,Zfp58,67490900,67494726,3826,-1
NP_573491.2,Mus_musculus,13,Zfp87,67516718,67526082,9364,-1
NP_001030308.1,Mus_musculus,13,Zfp748,67540472,67553036,12564,-1
NP_001156718.1,Mus_musculus,13,Zfp729b,67591006,67609578,18572,-1
NP_898969.2,Mus_musculus,13,Zfp729a,67619186,67637682,18496,-1
NP_001001187.2,Mus_musculus,13,Zfp738,67669488,67683438,13950,-1
NP_663597.1,Mus_musculus,13,Zfp65,67707985,67729066,21081,-1
NP_001001130.1,Mus_musculus,13,Zfp85,67748529,67755068,6539,-1
NP_082678.2,Mus_musculus,13,Zfp493,67779813,67787084,7271,1
NP_938081.2,Mus_musculus,13,Zfp273,67813890,67826260,12370,1
NP_001296303.1,Mus_musculus,13,Gm10037,67833234,67843070,9836,1
NP_001296302.1,Mus_musculus,13,Gm10037,67833234,67843070,9836,1
NP_001001185.1,Mus_musculus,13,BC048507,67863505,67863775,270,1
XP_017171175.1,Mus_musculus,13,Gm40991,67885468,67889709,4241,-1
XP_987269.2,Mus_musculus,13,Gm7969,67951818,67952544,726,1
XP_017171145.1,Mus_musculus,13,LOC108168045,68444522,68447939,3417,-1
NP_766068.1,Mus_musculus,13,Mtrr,68562287,68580679,18392,-1
NP_001295404.1,Mus_musculus,13,Mtrr,68562287,68580679,18392,-1
NP_081399.3,Mus_musculus,13,Fastkd3,68583561,68592029,8468,1
NP_081311.1,Mus_musculus,13,1700001L19Rik,68597475,68613009,15534,1
NP_705762.2,Mus_musculus,13,Adcy2,68620719,68999295,378576,-1
NP_001162602.1,Mus_musculus,13,Papd7,69499915,69515869,15954,-1
NP_941002.2,Mus_musculus,13,Papd7,69499915,69515869,15954,-1
XP_011242908.2,Mus_musculus,13,LOC105245580,69534560,69535196,636,1
NP_780492.2,Mus_musculus,13,Srd5a1,69575129,69611247,36118,-1
NP_663329.3,Mus_musculus,13,Nsun2,69612092,69633851,21759,1
NP_001138634.1,Mus_musculus,13,Ube2ql1,69704041,69739340,35299,-1
NP_613062.1,Mus_musculus,13,Med10,69809930,69815689,5759,1
NP_659086.2,Mus_musculus,13,Ice1,70589600,70637597,47997,-1
NP_742050.2,Mus_musculus,13,Adamts16,70728851,70841549,112698,-1
NP_084149.1,Mus_musculus,13,8030423J24Rik,70883475,70884239,764,1
NP_034703.2,Mus_musculus,13,Irx1,71958615,71963488,4873,-1
NP_034704.1,Mus_musculus,13,Irx2,72629061,72632638,3577,1
NP_061373.1,Mus_musculus,13,Irx4,73264934,73269034,4100,1
NP_035018.1,Mus_musculus,13,Ndufs6,73319994,73328446,8452,-1
NP_444393.1,Mus_musculus,13,Mrpl36,73331372,73331681,309,1
NP_663351.3,Mus_musculus,13,Lpcat1,73467382,73514538,47156,1
NP_034150.1,Mus_musculus,13,Slc6a3,73538515,73577233,38718,1
NP_666159.2,Mus_musculus,13,Clptm1l,73604237,73620117,15880,1
NP_033380.1,Mus_musculus,13,Tert,73627029,73649013,21984,1
NP_001129559.1,Mus_musculus,13,Slc6a18,73664121,73677929,13808,-1
NP_001162117.1,Mus_musculus,13,Slc6a18,73664121,73677929,13808,-1
NP_001035782.1,Mus_musculus,13,Slc6a18,73664121,73677929,13808,-1
NP_001162116.1,Mus_musculus,13,Slc6a18,73664147,73677929,13782,-1
NP_001162114.1,Mus_musculus,13,Slc6a18,73664147,73677929,13782,-1
NP_001162115.1,Mus_musculus,13,Slc6a18,73664147,73677929,13782,-1
NP_083154.1,Mus_musculus,13,Slc6a19,73681628,73700633,19005,-1
NP_082056.1,Mus_musculus,13,Slc6a19os,73700035,73708960,8925,1
NP_035520.1,Mus_musculus,13,Slc12a7,73763766,73814934,51168,1
NP_082462.3,Mus_musculus,13,Nkd2,73820959,73847427,26468,-1
NP_081458.1,Mus_musculus,13,Trip13,73913243,73937581,24338,-1
NP_001019679.2,Mus_musculus,13,Brd9,73937893,73960338,22445,1
NP_001294970.1,Mus_musculus,13,Brd9,73937893,73960338,22445,1
NP_081980.1,Mus_musculus,13,Zdhhc11,73963920,73992642,28722,1
NP_878259.1,Mus_musculus,13,Tppp,74021142,74031415,10273,1
NP_083235.3,Mus_musculus,13,Cep72,74038162,74062262,24100,-1
NP_001074529.1,Mus_musculus,13,Slc9a3,74121514,74166064,44550,1
NP_796307.2,Mus_musculus,13,Exoc3,74172072,74207080,35008,-1
NP_033774.1,Mus_musculus,13,Ahrr,74213656,74283101,69445,-1
NP_001304280.1,Mus_musculus,13,Ahrr,74213656,74229938,16282,-1
NP_035181.1,Mus_musculus,13,Pdcd6,74303949,74317207,13258,-1
NP_075770.1,Mus_musculus,13,Sdha,74323086,74350208,27122,-1
NP_001162129.1,Mus_musculus,13,Ccdc127,74352865,74360613,7748,1
NP_077163.1,Mus_musculus,13,Ccdc127,74352865,74357117,4252,1
NP_001162130.1,Mus_musculus,13,Ccdc127,74352865,74357117,4252,1
NP_001028214.1,Mus_musculus,13,Lrrc14b,74360753,74363959,3206,-1
NP_001075149.1,Mus_musculus,13,Zfp72,74371649,74376469,4820,-1
NP_666343.1,Mus_musculus,13,Zfp825,74480516,74493852,13336,-1
NP_109636.1,Mus_musculus,13,Erap1,74646223,74690729,44506,1
NP_001288082.1,Mus_musculus,13,Cast,74695898,74808510,112612,-1
NP_033947.1,Mus_musculus,13,Cast,74695898,74807848,111950,-1
NP_001288086.1,Mus_musculus,13,Cast,74695898,74754331,58433,-1
NP_001288085.1,Mus_musculus,13,Cast,74695898,74754331,58433,-1
NP_001288084.1,Mus_musculus,13,Cast,74695898,74754331,58433,-1
NP_001288089.1,Mus_musculus,13,Cast,74695898,74734177,38279,-1
NP_001288087.1,Mus_musculus,13,Cast,74695898,74734177,38279,-1
NP_001288110.1,Mus_musculus,13,Cast,74695898,74734177,38279,-1
NP_038656.1,Mus_musculus,13,Pcsk1,75090061,75132319,42258,1
NP_620403.2,Mus_musculus,13,Ell2,75707650,75770796,63146,1
NP_444338.2,Mus_musculus,13,Glrx,75839968,75847286,7318,1
NP_082769.1,Mus_musculus,13,Rhobtb3,75872345,75943532,71187,-1
NP_083619.1,Mus_musculus,13,Spata9,75967833,75998769,30936,1
NP_849247.3,Mus_musculus,13,Rfesd,76002824,76008285,5461,-1
NP_001124540.1,Mus_musculus,13,Rfesd,76002824,76008285,5461,-1
NP_001124541.1,Mus_musculus,13,Rfesd,76002824,76008285,5461,-1
NP_780704.1,Mus_musculus,13,Gpr150,76055540,76056824,1284,-1
NP_084123.2,Mus_musculus,13,Arsk,76062255,76098508,36253,-1
NP_001074821.1,Mus_musculus,13,Ttc37,76108193,76187674,79481,1
NP_084450.2,Mus_musculus,13,Mctp1,76641765,77029951,388186,1
NP_598832.3,Mus_musculus,13,Slf1,77043548,77126714,83166,-1
NP_001139148.1,Mus_musculus,13,2210408I21Rik,77174853,77612644,437791,1
NP_001074822.1,Mus_musculus,13,2210408I21Rik,77174853,77193228,18375,1
NP_612185.1,Mus_musculus,13,Fam172a,77742780,78163655,420875,1
NP_001156891.1,Mus_musculus,13,Fam172a,77759459,78163655,404196,1
NP_001156892.1,Mus_musculus,13,Fam172a,77759459,78163655,404196,1
NP_083591.1,Mus_musculus,13,Pou5f2,78024940,78025930,990,1
NP_034281.2,Mus_musculus,13,Nr2f1,78189732,78198573,8841,-1
NP_001036056.1,Mus_musculus,13,Arrdc3,80883649,80893426,9777,1
NP_473394.3,Mus_musculus,13,Adgrv1,81095382,81633028,537646,-1
NP_084533.1,Mus_musculus,13,Lysmd3,81665014,81669823,4809,1
NP_001074645.1,Mus_musculus,13,Polr3g,81676035,81699860,23825,-1
NP_082648.1,Mus_musculus,13,Mblac2,81711528,81750346,38818,1
NP_031710.1,Mus_musculus,13,Cetn3,81783340,81796697,13357,1
NP_001164008.1,Mus_musculus,13,Mef2c,83575676,83662631,86955,1
NP_079558.1,Mus_musculus,13,Mef2c,83575676,83662631,86955,1
NP_780396.2,Mus_musculus,13,Tmem161b,84222431,84294880,72449,1
NP_075732.1,Mus_musculus,13,Ccnh,85189535,85212778,23243,1
NP_663427.2,Mus_musculus,13,Rasa1,85216103,85288907,72804,-1
NP_031775.1,Mus_musculus,13,Cox7c,86045752,86046675,923,-1
NP_001033076.1,Mus_musculus,13,Edil3,88821981,89319820,497839,1
